What are osteoblasts derived from?	Undifferentiated mesenchymal stem cells	
What are myopathies? What are they classified based on?	Muscular dystrophies. Noninflammatory inherited disorders characterized by progressive muscle weakness   Several types classified on the basis of their inheritance pattern.	
What is Duchenne muscular dystrophy caused by? What is its gene mutation and inheritance? What muscle groups are affected most?	Caused by absence of dystrophin protein.   X-linked recessive inheritance of Xp21.2 dystrophin gene mutation (1/3 are from spontaneous mutation)   Proximal muscle groups are affected most	
What is seen on muscle biopsy and DNA testing in Duchenne muscular dystrophy?	Markedly elevated creatine phosphokinase level and absence of dystrophin protein	
What causes Becker muscular dystrophy? Inheritence pattern?	Caused by decreased dystrophin protein   X-linked recessive	
What is Charcot-Marie-Tooth disease? What are its 2 forms? What are its orthopedic manifestations?	Am autosomal dominant hereditary sensory motor demyelinating neuropathy resulting in muscle weakness and sensory changes   Hypertrophic form--onset during 2nd year of life Neuronal form--onset during 3rd or 4th decade with more extensive foot involvement   Orthopedic manifestations:  --Pes cavus --Hammer toes with frequent corns and calluses --Peroneal weakness --Muscular atrophy usually distal to the knees (stork legs)	
How is diagnosis of Charcot-Marie-Tooth most reliably diagnosed?	DNA testing for a duplication of a genomic fragment that encompasses the peripheral myelin protein-22 (PMP-22) on chromosome 17	
What are the most severely affected muscles in Charcot-Marie-Tooth? What is the first foot deformity to appear?	Tibialis anterior Peroneus longus Peroneus brevis   Plantar flexion of the first ray is the first deformity to appear due to weakened tibialis anterior	
What procedure is performed in Charcot-Marie-Tooth if the varus limb is flexible?	Plantar release and posterior tibial tendon transfer	
What causes spinal muscular atrophy?	A loss of anterior horn cells from the spinal cord leading to progressive motor weakness	
What is the inheritance pattern and associated gene in spinal muscular atrophy?	Autosomal recessive   survival motor neuron (SMN) gene	
What spine problem develops universally in spinal muscular atrophy?	Scoliosis   Must treat early. Bracing can delay surgery but all go on to need fusion if younger than 10	
In spinal muscular dystrophy, spinal fusion may result in decrease of what?	Decrease in upper extremity function   May be temporary	
In spinal muscular atrophy, what must be ensured before performing spinal fusion?	Ensure the patient does not have lower extremity muscle contractures that could interfere with sitting balance.	
What hip problem is common in spinal muscular atrophy? How is it treated?	Hip subluxation or dislocation   Treated nonoperatively	
What are the categories of dwarfism?	Proportionate dwarfism: symmetric decrease in both trunk and limb length (e.g. mucopolysaccharidoses)   Disproportionate dwarfism: --Short-trunk variety (e.g. Kneist syndrom, spondyloepiphyseal) --Short-limb variety (achondroplasia, diastrophic dysplasia)	
Majority of dwarfisms not associated with mucopolysaccharidosis have what inheritance pattern?	Autosomal dominant	
Name 2 autosomal recessive dwarfisms.	diastrophic dysplasia McKusick metaphyseal chondroplasia	
Name one X-linked recessive dwarfism.	spondyloepiphyseal dysplasia tarda	
Major mucopolysaccharidoses follow what inheritance pattern?	autosomal recessive	
Name one X-linked mucopolysaccharidosis.	X-linked recessive	
Name the genetic association with: --Achondroplasia --Pseudoachondroplasia --Diastrophic dysplasia --Multiple epiphyseal dysplasia (MED) --Cleidocranial dysplasia	--Achondroplasia: FGFR3   --Pseudoachondroplasia: COMP   --Diastrophic dysplasia: sulfate transport protein   --Multiple epiphyseal dysplasia (MED): Type II collagen genes   --Cleidocranial dysplasia: CBFA1	
What is the most common form of disproportional dwarfism? What is its inheritance? What gene is mutated and what does this cause?	Achondroplasia   Autosomal dominant   FGFR3 mutation--results in failure in the proliferative zone of the physis	
What spine deformities are seen in achondroplasia (3)?	--Lumbar stenosis --Excessive lordosis (short pedicles with decreased interpedicular distances) --Foramen magnum stenosis	
What pelvis deformity is seen with achondroplasia?	Champagne glass deformity (wider than it is deep)	
What leg deformities are seen in achondroplasia (2)?	genu varum tibia vara	
What elbow deformity is seen in achondroplasia?	radial head subluxation	
What is the shape of growth plates in achondroplasia?	U or V shaped	
Describe some physical characteristics of achondroplasia (7).	--Normal trunk --short limbs --hypotonia --frontal bossing --button noses --small nasal bridges --trident hands	
What is the inheritance of pseudoachondroplasia? Gene? Chromosome?	Autosomal dominant   Defect of cartilage oligometric matrix protein (COMP)   Chromosome 19	
What is multiple epiphyseal dysplasia (MED)?	A form of dwarfism characterized by irregular, delayed ossification at multiple epiphyses   Often not manifested until between ages 5 and 14    Spectrum of disorders with a spectrum of phenotypes	
What is the most common gene mutation in multiple epiphyseal dysplasia? What other gene mutation is common?	Most common: COMP   Other: Type IX collagen	
The proximal femoral involvement in multiple epiphyseal dysplasia can be confused with what? What is characteristic of MED?	Confused with Perthes disease   MED: --bilateral and symmetric --early acetabular changes --no metaphyseal cysts	
What imaging study should be performed if multiple epiphyseal dysplasia is suspected? Why?	Bone survey   Differentiates between Perthes disease, spondyloepiphyseal dysplasia (SED), and MED	
What is spondyloepiphyseal dysplasia (SED)?	Similar to MED (abnormal epiphyseal development in upper and lower extremties) but has added spine involvement   Spine involvement: --scoliosis: sharp curve over a small number of vertebrae --Atlantoaxial instability with cervical myelopathy	
What is Morquio syndrome? What is it characterized by?	The most common form of mucopolysaccharidosis   A proportionate dwarfism   Characterized by urinary excretion of keratan sulfate	
What cervical spine pathology can be seen in Morquio syndrome? How does it manifest?	C1-C2 instability (resulting from odontoid hypoplasia)   Manifests with myelopathy necessitating decompression and cervical fusion	
What is diastrophic dysplasia? Inheritence? Gene? Manifestation (4)?	A severe short-limbed dwarfism   Autosomal recessive   Deficiency of DTDST gene (sulfate transport protein)   Cauliflower ears Rigid clubfeet Hitchhiker's thumb Cleft palate	
What cervical pathology is common in diastrophyic dysplasia? What is the major concern of this and what must be done?	Cervical kyphosis   Major concern for quadriplegia, must fuse early	
What is cleidocranial dysplasia? What does it effect? Inheritance? Gene? Radiologic findings (2)?	a.k.a. Dysostosis   A proportionate dwarfism that effects bones formed by intramembranous ossification (clavicles, cranium, pelvis)   Autosomal dominant   Defect in transcription factor for osteocalcin (CBFA1)   Radiologic findings: --hypoplasia or aplasia of the clavicle (no intervention necessary) --Delayed ossification of the symphysis pubis	
What causes osteopetrosis? Cause? Inheritance?	A metabolic bone disease caused by defective osteoclastic resorption of bone   Probably secondary to a defect in the thymus   Mild form: autosomal dominant Malignant form: autosomal recessive	
Osteopetrosis when associated with renal tubular acidosis and cerebral calcifications is due to a defect in what gene?	Defect in carbonic anhydrase II gene	
In osteopetrosis, loss of the medullary canal can cause what (2)?	--Anemias --Encroachment on the optic and oculomotor nerves which leads to blindness	
"What 3 ""buzz phrases"" are used to describe the radiographic features of osteopetrosis?"	--Marble bone --Rugger jersey spine --Erlenmeyer flask deformity of the proximal humerus and distal femur	
What procedure may be helpful in treating the malignant form of osteopetrosis?	Bone marrow transplantation	
What is the genetic defect in Down syndrome? What are its orthopedic manifestations (6)?	Trisomy 21   --atlantoaxial instability --hip instability --patellar dislocation --scoliosis --SCFE --spondylolisthesis	
In Down syndrome, the pathogenesis of generalized ligamentous laxity is thought to be due to what? Genes? Chromosome?	Abnormal type VI collagen   Genes: COL6A1 and COL6A2   Chromosome 21	
What screening is mandatory before induction of anesthesia in patients with Down syndrome?	Cervical spine instability   Otherwise, general C-spine screening is controversial	
What is the treatment approach to hip instability in Down syndrome?	Initially treat with closed reduction   May go on to require capsulorrhaphy, pelvis osteotomy, and femoral osteotomies	
What is the treatment algorithm for scoliosis in Down syndrome?	Bracing for 25-30 degree curves   Surgery for 50-60 degree curves	
What is the Cobb angle? How is it measured?	Angle for measuring scoliosis (>10 degrees is scoliosis)	
What is Marfan syndrome inheritance? Gene?	Autosomal dominant   Disorder of fibrillin-1 (important component of elastic and nonelastic connective tissues)	
What are the non-orthopaedic manifestations of Marfan syndrome (4)?	--Pectus deformities --Cardiac abnormalities (aortic dilation major cause of death) --Ocular abnormalities (superior lens dislocation in 60%) --Dural ectasia and meningocele	
What are the orthopaedic manifestation of Marfan syndrome (4)?	--Arachnodactyly --Scoliosis (50% of cases) --Acetabular protrusio (15-25%) --Joint laxity	
What is the treatment of scoliosis in Marfan syndrome?	Bracing is ineffective   If curves severe enough will require anterior and posterior fusion	
What is the treatment of acetabular protrusion in Marfan syndrome?	Rarely causes severe hip dysfunction   Usually observed   Prophylactic closure of triradiate cartilage is not recommended	
What are the clinical features of Beckwith--Wiedemann Syndrome? (3 non-orthopaedic, 2 orthopaedic)	Non-orthopaedic: --Organomegaly --Omphalocele --Large tongue   Orthopaedic: --Hemihypertrophy --Spasticity	
What are patients with Beckwith--Wiedemann syndrome predisposed to? What screening must they receive?	Wilms tumor   Regular screening with kidney ultrasonography	
What common orthopedic manifestations are seen in sickle cell anemia (4)? What causes them?	Condition of hemolysis and microvascular occlusion   Consequences: --Bone infarction --Osteomyelitis --Osteonecrosis of the femoral and humeral heads --Septic arthritis	
In sickle cell anemia, how is bone infarction differentiated from osteomyelitis?	Sequential bone marrow tests and bone scans within 24 hours    as well as gadolinium-enhanced T1-weighted MRI sequences	
What are the most common infecting organisms in osteomyelitis in patients with sickle cell? What is the empiric antibiotic therapy?	S. aureus in most common   Salmonella is also common   Emperically treat with ceftriaxone	
What is the inheritance of hemophilia? Gene? What causes the orthopaedic manifestations?	X-linked recessive   Decrease in Factors VIII (hemophilia A) and IX (hemophilia B)   Orthopedic manifestations are secondary to repeated episodes of hemorrhage	
In hemophilia, what do recurrent hemarthroses result in? What is the surgical treatment?	Result in hemophilic arthropathy   Synovectomy is indicated for hemarthroses that recur despite optimal medical management   Medical management: immediate administration of factor VIII or IX during acute hemarthrosis, continue for 3-7 days after cessation of bleeding, followed by PT	
What is the cause of femoral nerve neurapraxia in hemophilia?	Iliacus hematoma	
In hemophilia, factor VIII levels should be increased for prophylaxis in what situations (4)?	--vigorous physical therapy (increse to 20%) --Treatment of hematoma (30%) --Acute hemarthrosis of soft tissue surgery (>50%) --Skeletal surgery (approaching 100% preop and maintain at 50% for 10 days post-op)	
What causes rickets? Name 3 clinical features.	Deficiency of calcium (and sometimes phosphorus) affecting mineralization at the epiphyses of long bones.   Short stature Limb angulation (usually varus) Bone pain	
What are the growth plate abnormalities seen in rickets?	--Enlarged and distorted maturation zone (zone of hypertrophy) --Poorly defined zone of provisional calcification	
What causes osteogenesis imperfecta?	Defect in type I collagen (COL1A2 gene) that causes abnormal cross-linking and leads to decreased secretion of collagen	
Describe the repair of fractures in osteogenesis imperfecta.	Normal healing but abnormal remodeling	
What cervical spine problem is common with severe types of osteogenesis imperfecta?	Basilar invagination   (superior migration of C2 vertebra that can narrow the foramen magnum and press on the lower brainstem)	
What drug has been shown to decrease the number of fractures in patients with osteogenesis imperfecta? What complication can occur?	Bisphosphonates   Iatrogenic osteopetrosis can occur with long-term use of high-dose	
What spine deformity is common in osteogenesis imperfecta? Treatment?	Scoliosis is common   Bracing is ineffective, segmental instrumention is need with deformities exceeding 50 degrees	
What is juvenile idiopathic arhtritis?	Includes both juvenile rheumatoid arthritis and juvenile chronic arthritis   Persistent noninfectious arthritis lasting 6 weeks to 3 months and diagnosed after other possible causes have been ruled out	
When does juvenile idiopathic arthritis typically manifest? What joints does it commonly involve (3)?	Manifests before age of 4 typically   Commonly involves knee, wrist, and hand	
In juvenile idiopathic arthritis, cervical spine involvement can lead to what (3)?	--kyphosis --facet ankylosis --atlantoaxial subluxation	
What eye examination is required in juvenile idiopathic arhtritis? Why?	Slit lamp examination twice yearly   Progressive iridocyclitis can lead to rapid loss of vision if left untreated	
What is ankylosing spondylitis?	A systemic chronic autoimmune spondyloarthropathy   Causes bilateral sacroiliitis, progressive spinal kyphotic deformity, cervical spine fractures, large joint arthritis   Systemic manifestations: acute anterior uveitis and iritis, cardiac conduction abnormalities, pulmonary fibrosis, renal amyloidosis, ascending aortic conditions	
Ankylosing spondylitis is associated with what immune complex? What is a useful screening tool?	HLA-B27 (not a useful screening tool)   Limitation of chest wall expansion is a more specific screening tool (<2cm expansion more specific than HLA-B27)	
Describe the course of the hand lumbrical muscles. (origin, pass, insertion)	Originate on radial aspect of FDP tendons   Pass volar to transverse mteacarpal ligaments   insert on the radial aspect of the extensor hood lateral bands	
What is the intrinsic tightness test? Describe 3 conditions in which intrinsic tightness occurs.	Decreased PIPJ flexion with the MCPJ held in extension. PIPJs can be flexed easily with MCPJs held in flexion.   Occurs commonly in cerebral palsy, rheumatoid arthritis, and following trauma	
What are the normal measurements of distal radius anatomy on radiographs?	Radial height--11mm Radial inclination--22 degrees Volar tilt--11 degrees   Should also assess ulnar variance	
What are the acceptable reduction parameters of distal distal radius fractures?	Radial shortening <3mm Dorsal tilt <10 degrees Intraarticular step-off less than 2mm	
What are 2 complications with prolonged immoblization of distal radius fractures?	Muscle atrophy Disuse osteopenia	
What approach is best used for ORIF of distal radius fractures?	Volar approach is best for volarly displaced fractures (Smith and volar Barton)   Has also become standed for dorsally displaced fractures (Colles) and some intra-articular fractures	
What approach is best used for direct visualization of the articular surface in distal radius fractures?	Dorsal approach	
What is the most common complication after distal radius fracture?	Median nerve dysfunction	
What tendon complication is seen following closed treatment of distal radius fractures? Why? How is it treated?	EPL tendon rupture   Due to attritional wear and/or vascular insufficiency near Lister tubercle   Treat with EIP to EPL tendon transfer. Primary repair is not possible.	
What is the most common flexor injury after volar plating of distal radius fracture? Why? What about extensor injury?	FPL rupture--Most commonly due to positioning plate too distally.   EPL rupture--dorsally prominent screws	
What is the most commonly injured carpal bone? What is it at risk for?	Scaphoid fractures   At risk for: --nonunion --osteonecrosis --posttraumatic osteoarhtrosis	
What are 3 acute operative indications for fixation of scaphoid fractures?	--1mm displacement --Intrascaphoid ange >35 degrees (humpback deformity) --Trans-scaphoid perilunate dislocation	
Fracture of what part of the scaphoid is a relative operative indication?	Proximal pole	
How are minimally displaced fractures of the scaphoid commonly treated operatively?	Headless compression screw fixation by percutaneous or limited open incisions	
When is formal ORIF of the scaphoid recommended?	Displaced injuries or those treated in a delayed fashion.	
Where should guide pins be placed in ORIF of scaphoid fractures?	Along the central axis of both the proximal and distal fragments	
What approach is preferred in ORIF of scaphoid fractures? Why?	Volar approach   Avoids disruption of the primary dorsal blood supply of the scaphoid	
How is scaphoid nonunion treated?	ORIF and bone grafting (multiple techniques, vascularized vs non-vascularized)	
What does untreated, chronic scaphoid nonunion lead to? Describe its progression.	SNAC wrist (Scaphoid nonunion advanced collapse)   Progression of SNAC wrist: 1. Radioscaphoid joint 2. Scaphocapitate and lunocapitate 3. Radiolunate	
What causes hook-of-hamate fractures?	Blunt trauma to the palm, often stick or racquet sports	
What imaging is used to diagnose hook-of-hamate fractures?	Carpal tunnel view or CT	
How are hook-of-hamate fractures treated? What procedure is used for salvage?	Cast immobilization   Failure can be salvaged with fragment excision.	
Carpal instability can be broadly classified into what 4 types?	1) Carpal instability dissociative--Instability between individual carpal bones of a single carpal wrose (DISI, VISI) 2) Carpal instability nondissociative (CIND)--instability between carpal rows (mid carpal or radiocarpal) 3) Carpal instability adaptive--from distal radius malunion 4) Carpal instability complex--perilunate dislocations	
What is DISI? What is seen on radiographs?	Results from scapholunate ligament disruption. The scaphoid flexes palmar and the lunate dorsiflexes   Xray shows increased scapholunate angle (>70 degrees), widened scapholunate interval (>3mm)	
Which portion of the scapholunate ligament is strongest?	Dorsal	
What may result from chronic untreated DISI? Describe its progression.	Scapholunate advanced collapse (SLAC)   Progression of arthritis: 1. scaphoid and radial styloid 2. scaphoid and entire scaphoid facet of radius 3. scaphoid and capitate 4. between capitate and lunate	
What is VISI? What is seen on radiographs?	Volar intercaleted segment instability. Caused by disruption of lunotriquetral ligament. Lunate and scaphoid flex volarly.   Radiographs show decreased scapholunate angle (<30, normal is 47). Break in Glilula arc.	
Which portion of the lunotriquetral ligament is strongest?	Volar	
What are the 4 stages of progression of perilunate dislocations?	Perilunar disruption of ligamentous constraints proceeding in counterclockwide fashion.  1. scapholunate 2. capitolunate 3. lunotriquetral--dorsal midcarpal dislocation (capitate dorsal to lunate) 4. circumferential--volar lunate dislocation	
What is the treatment of perilunate dislocations?	Prompt closed reduction (risk of acute carpal tunnel syndrome) followed by definitive ORIF   ORIF may require volar and/or dorsal approach --Combination of ligamentous repair, fracture fixation, dorsal capulodesis, K-wire pinnig of proximal row and midcarpal joint.	
What is a Bennett fracture?	intra-articular fracture-dislocation of the thumb metacarpal base.	
What are the deforming forces in a Bennett fracture?	APL and thumb extensors   Causes, proximal, dorsal and radial displacement of the MC shaft	
What keeps the volar-ulnar base fragment reduced to the trapezium in a Bennett fracture?	"the anterior oblique or  ""beak"" ligament"	
What is the reduction technique used for Bennett fractures?	Traction, palmar abduction, and pronation	
What is skier's or gamekeeper's thumb?	Acute and chronic injuries, respectively, to the thumb MCPJ ulnar collateral ligament (UCL)	
What physical exam maneuver indicates injury to the thumb MCPJ UCL (skier's/gamekeer's thumb)	Stress thumb MCPJ with radial deviation both at neutral and 30 degrees of flexion   Instability at 30 degrees of flexion indicates injury to proper UCL	
What is a Stener lesion?	Seen in 85% of skier's/gamekeeper's thumb   The adductor pollic aponeurosis is interposed between the avulsed UCL and its insertion site on the base of the proximal phalanx	
PIPJ dislocations most commonly occur in what direction and result from what?	Dorsal dislocations most common   Result from volar plate and collateral ligament injury	
What is disrupted in volar PIPJ dislocations?	Closed injury to the central slip and at least one collateral ligament	
What is the treatment alogrithm of volar PIPJ dislocations?	Closed reduction followed by assessment of active extension   If no extensor lag: --splint in extension   If extensor lag: --central slip repair, 6 weeks of immobilization in extension	
Inadequate treatment of volar PIPJ dislocations lead to what deformity?	boutonniere deformity	
What is a rotary PIPJ dislocation?	one of the phalangeal condyles is buttonholed between the central slip and lateral band	
PIPJ fracture-dislocations are classified based on what? What is the treatment algorithm?	Classified based on amount of middle phalanx articular surface involvement.	
What typically blocks reduction in irreducible MCPJ and DIPJ dislocations? What is the treatment?	interposition of the volar plate   treat with open reduction and extraction of the volar plate	
How is a mallet finger treated?	DIPJ extension splinting if detected within apporximately 12 weeks of injury?	
What is a relative surgical indication for a mallet finger?	displaced bony mallet injury with significant volar subluxation of P3	
Dorsal injury over the PIPJ may result in what? What is the result?	Results in dispruption of the central slip insertion   Lateral bands subluxated volarly resuting in an acute boutonniere deformity (posture of PIPJ flexion and DIPJ hyperextension)	
How can a flexible, chronic boutonniere deformity be treated?	central slip reconstruction	
What are fight bites? How are they treated?	Open injury over the MCPJ extensor hood from human teeth   Best treated with surgical debridement and IV antibiotics	
When should partial flexor tendon lacerations be trimmed?	If painful triggering occurs within the tendon sheath	
When should primary repair of flexor tendon lacerations be performed?	Lacerations with over 60% involvement	
What is strength of flexor tendon repair proportional to?	Number of core suture strands that cross repair site	
What decreases gap formation in flexor tendon repair?	A locking-loop configuration	
When repairing flexor tendon injuries, sutures placed where are stronger?	dorsally placed core sutures	
What additional repair can increase overall repair strength of flexor tendon injuries by up to 50%?	epitendinous repair	
Why is early protected ROM after flexor tendon repair is advocated (3)?	Increases tendon excursion   Decreases adhesion formation   Increases repair strength	
Active flexion protocols after flexor tendon repair requires what?	A minimum four-strand core repair	
How should young children be treated after repair of a flexor tendon?	They cannot comply with therapy, require cast immoblization for 4 weeks.	
What is a jersey finger?	closed flexor digitorum profundus tendon injury from forced DIPJ during grasping	
When repairing a jersey finger, FDP advancement of 1cm or more carries a risk of what?	joint flexion contracture or quadrigia	
What is quadrigia?	The middle-ring-small FDP tendons share a common muscle belly, and distal advancement of one tendon will compromise flexion of the adjacent digits resulting in forearm pain.	
What is adult trigger finger?	stenosing flexor tenosynovitis caused by entrapment of the flexor tendons at the A1 pulley	
What is the treatment of trigger finger?	Non-op: --night splinting, activity modifications, NSAIDS, steroid injections  Operative: --A1 pulley release if non-op fails	
With what disease is trigger finger associated?	diabetes and rheumatologic disease   diabetics respond less favorably to steroid injection	
What causes pediatric trigger thumb? How does it present? What is the treatment?	Caused by pathologic nodular thickening of a tendon (Notta node)   Presents with mechanical catching or fixed flexion deformity of IPJ in early childhood   May initially treat with observation but most go on to need A1 pulley release between age 2-4 to prevent IPJ contracture	
What is de Quervain tenosynovitis? Who does it commonly effect?	Atttritional and degenerative condition affecting the first extensor compartment (APL/EPB). Presents with dorsoradial wrist pain and, swelling, and crepitus   Affects middle aged women, new mothers, and golfers	
What is the treatment of de Quervain tenosynovitis?	Non-op: Rest, activity modification, thumb spica brace, NSAIDs, steroid injection into first dorsal compartment  *steroid injection successful in more than 80% if patients    Operative: Surgical release of first extensor compartment	
What is frequently seen in de Quervain cases recalcitrant to operative treatment? What are common complications?	An anatomic variation in first extensor compartment  *APL May have multiple slips (2-4) *EPB May have its own separate compartment    Complications: *iatrogenic injury to superficial sensory radial nerve -tendon subluxation -CRPS -Recurrence from incomplete release	
What is intersection syndrome? Who does it commonly affect? What is the treatment?	Tendinopathy or bursitis occurring between the first and second extensor compartments. Presents with tenderness, swelling, and crepitus localized to an area 4-5 cm proximal to radiocarpal joint   Commonly affects rowers, weight lifters, football lineman, martial artists, golfers   Generally treated nonoperatively with ice, splinting, NSAIDs, steroid injections into the second extensor compartment  When non-op fails surgical release of second extensor compartment and Deb ride meant of inflamed bursae	
What does the TFCC do? What are it’s components?	Stabilizes the DRUJ and transmits 20% of axial load at the wrist (neutral ulnar variance)   Components: -dorsal and volar radioulnar ligaments -articular disc -meniscus homologue -ECU subsheath -Origins if the ulnolunate and ulnotriquetral ligaments	
What are the classes of TFCC tears?	Class I-traumatic   Class II-degenerative   Further devided into subtypes based on anatomic location	
What is the most common type of acute TFCC tear?	Avulsions at the ulnar peripherary (IB)   No difference in outcome with open versus arthroscopic repair	
What are degenerative TFCC tears associated with? What is the most common surgical treatment in the absence of DRUJ osteoarthrosis?	Associated with positive ulnar variance and ulnocarpal impaction syndrome   Most commonly performed procedure is arthroscopic debridement and ulnar shortening osteotomy	
What are 4 surgical treatment options of posttraumatic DRUJ osteoarthritis ?	-distal ulna resection (Darrach procedure)—reserved for elderly, low demand patients. May lead to painful proximal ulna stump instability -Hemiresection or interposition arthroplasty -Sauve-kapandji procedure—fusion of the DRUJ with creation of a proximal pseudarthrosis at the ulnar neck -prosthetic arthroplasty	
What is the treatment of nailed injuries with <50% subungual hematoma? >50%?	<50%—nail trephination for pain relief, no nail plate removal   >50%—nail plate removal and repair of nail matrix lacerations	
In fingertip amputations without exposed bone, what are guidelines for soft tissue coverage?	Allow to heal by secondary intention if wound less than 1cm or pulp is involved.   Otherwise skin grafts or composite grafts  are required	
How are finger tip amputations with exposed bone characterized?	Orientation of tissue loss: transverse, volar oblique, dorsal oblique	
To preserve length in a fingertip amputation with exposed bone, what coverage options are used for a volar oblique injury? Transverse or dorsal oblique?	Volar oblique -cross finger or thenar flap    Transverse or dorsal oblique: -V-Y advancement: wide volar flap is lifted off distal phalanx with a tapered base at the DIP flexion crease. Flap is advanced over the finger tip toward the dorsal side and a tension free closure is made. Or the Kutler method where two separate smaller V-Y advancements from the lateral aspects of the digits to cover transverse injuries	
What coverage option is used for transverse or dorsal oblique thumb tip amputations with exposed bone?	Movers advancement flap—the entire volar skin of the thumb including its Neuro vascular contents are advanced distally. Flexion of the IPJ assists in coverage of the defect	
What complication can occur when a fingertip amputation that acutely violates the FDP insertion is shortened and closed? What is the mechanism? Treatment?	A lumbrical-plus finger can occur    FDP tendon retracts and creates tension on the extensor mechanism through its intact lumbrical origin, causing paradoxical PIPJ extension with active finger flexion   Treat with release of the lateral band	
What grafts are preferred for coverage in the volar hand and fingertip wounds? Why?	Full thickness skin grafts   More durable, contract less, provide better sensibility	
What are the primary indications for upper extremity replantation? (4)	-thumb -multiple digits -wrist level or proximal -any amputation in a child -outside of zone 2 flexor tendon sheath	
What are the primary contraindications to upper extremity replantation? (6)	-level of amputation within zone II flexor tendon sheath -single digit (except thumb), especially index -segmental -crushed or mangled -prolonged ischemia -multi system injuries   Multiple medical comorbidities and psychiatric conditions also indicate poor prognosis of replantation	
What is the most predictive factor of digit survival after replantation?	Mechanism of injury	
What is the most frequent cause of early, within 12 hours, replantation failure? What can be done if this is occurring?	Arterial thrombosis    Release constricting bandages, place extremity in dependent position, administer heparin, perform stellate ganglion block	
What is the most frequent cause of failure after 12 hours of digit replantation ? What can be done if this is occurring?	Venous congestion or thrombosis   Remove dressings, elevate extremity, heparin soaked pledgers, leeches	
If using leech therapy for venous congestion what should be given concomitantly? Why?	Ceftriaxone or ciprofloxacin   Risk of aeromonas hydrophila infection	
What is the most commonly performed secondary procedure performed after successful digit replantation?	Tenolysis (tendon adhesions are common)	
What is an Allen test?	Test to determine the presence or absence of a complete areterial arch in the palm   Compress both radial and ulnar arteries at wrist. Ask patient to squeeze and release hand several times. In sequential tests one artery is released while the other is compressed. A positive test denotes absent arterial filling of the digits when either the compressed radial or ulnar artery is released	
What percent of people have an incomplete palmar arch? Why is this important?	20%. There may be significant compromise of blood flow to the digits if the the dominant artery is injured proximally	
What is the most common post traumatic vascular occlusive condition of the upper extremity?	Hypothenar hammer syndrome	
What is hypothenar hammer syndrome? Treatment?	Thrombosis or aneurysm formation of the distal ulnar artery after blunt trauma to the hypothenar eminence (carpenters, roofers)   Clinical findings include localized tenderness, cold intolerance, ischemic pain, compression neuropathy of the ulnar nerve in guyon canal   Treatment may involve resection and ligation of the thrombosis ulnar artery or reconstruction with a revers interposition graft or arterial conduit for better patency rate	
What is the difference between Raynaud phenomenon and disease?	Phenomenon—vasospasm with a known underlying cause   Disease—unknown underlying cause	
What are the 10 hand compartments?	-thenar -hypothenar -adductor pollicis  -four dorsal interossei  -three volar interossei	
What is volkmann ischemic contracture? What muscles are most vulnerable?	Classical sequela of untreated acute compartment syndrome in the forearm with flexion contractions developing from myonecrosis and muscle fibrosis in the forearm    FDP and FPL most common	
What is the typical cause of carpal tunnel syndrome in adults? Children?	Adults—typically idiopathic   Children—mucopolysaccharidosis	
What is the nonoperative treatment of carpal tunnel syndrome? What is the typical result from steroid injections?	Activity modification, night splints, NSAIDs, steroid injections   Steroids yield transient relief in 80% of patients after 6 weeks, but only 20% are symptom free at 1 year	
What is the operative treatment of carpal tunnel syndrome? What role do internal median neurolysis or flexor tenosynovectomy play?	Release of the transcarpal ligament (open, mini open , arthroscopic)   No additional benefit gained from neurolysis of tenosynovectomy	
How do outcomes of endoscopic and open carpal tunnel release compare?	Endoscopic May have less early scar tenderness, improved short term function, and better patient satisfaction scores; long term results are equivalent	
What is pronator syndrome?	Compression of the median nerve in the arm or forearm   Potential sites of compression: supracondylar process, ligament of Struthers, lacertus fibrosis (bicipetal aponeurosis), between 2 heads of pronator teres, FDS aponeurotic arch	
How can pronator syndrome and carpal tunnel syndrome by differentiated clinically?	Pronator syndrome may have more proximal forearm pain and paresthesias that include the distribution of the palmar cutaneous branch of the median nerve	
What is anterior interosseous nerve syndrome?	Purely motor loss of FPL, index +/- long FDP, and pronator quadratus	
What is cubital tunnel syndrome?	Pain/numbness/weakness from ulnar nerve compression. Paresthesias in the ulnar 1.5 digits (ulnar half o fthe ring finger and small finger) and dorsal ulnar hand.   Sites of compression: -arcade of Struthers (fascial thickening at hiatus of medial intermuscular septum as the nerve passes from anterior to posterior compartment 8cm proxal to the medial epicondyle) -medial head of the triceps -medial intermuscular septum -osborn ligament -anconeus epitrochlearis (anomalous muscle orignating from medial olecranon and inserting on medial epicondyle -between 2 heads of FCU muscle -aponeurosis of proximal edge of FDS	
In cubital tunnel syndrome surgical treatment, which is better: simple decompression or transposition?	No difference in outcome between the two	
What is ulnar tunnel syndrome? Common cause?	Compression neuropathy of the ulnar nerve in Guyon canal.    Most common cause is ganglion cyst (80%) of nontraumatic causes. Otherwise, usually caused by an extrinsic mass (lipoma, aneurysm, etc)	
How is radial nerve palsy differentiated from PIN compression?	radial nerve palsy will have additional weakness of proper radial nerve-innervated muscles such as triceps, brachioradialis, ECRL	
What is posterior interosseous nerve syndrome?	Compression neuropathy of the PIN. Presents with lateral elbow pain and distal muscle weakness   Potential sites of compression: -fascial band at the radial head -recurrent leash of henry -Edge of ECRB -Arcarde of Frohse (most common site, at proximal edge of supinator) -Distal edge of supinator	
